Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.4215,Fri Mar 09 21:10:21 +0000 2018,0.823,0.0,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",25,@cbs
0.8658,Fri Mar 09 18:27:28 +0000 2018,0.553,0.0,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",26,@cbs
0.0,Fri Mar 09 16:02:27 +0000 2018,1.0,0.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,27,@cbs
0.8625,Thu Mar 08 18:00:49 +0000 2018,0.664,0.0,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,28,@cbs
0.4926,Thu Mar 08 17:03:04 +0000 2018,0.868,0.0,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,29,@cbs
-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.619,0.23,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",30,@cbs
0.0,Wed Mar 07 17:06:02 +0000 2018,1.0,0.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",31,@cbs
0.6705,Tue Mar 06 18:10:59 +0000 2018,0.756,0.0,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",32,@cbs
0.3818,Mon Mar 05 22:16:43 +0000 2018,0.833,0.0,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",33,@cbs
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",34,@cbs
0.0,Sat Mar 03 20:55:20 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",35,@cbs
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.753,0.0,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",36,@cbs
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.718,0.0,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",37,@cbs
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.849,0.0,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",38,@cbs
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.79,0.21,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,39,@cbs
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.749,0.092,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",40,@cbs
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.462,0.0,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,41,@cbs
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.615,0.151,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,42,@cbs
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.822,0.0,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",43,@cbs
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.675,0.0,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",44,@cbs
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.725,0.0,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",45,@cbs
0.0,Thu Mar 01 13:50:11 +0000 2018,1.0,0.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",46,@cbs
0.0,Thu Mar 01 01:04:52 +0000 2018,1.0,0.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,47,@cbs
0.0,Wed Feb 28 19:56:58 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",48,@cbs
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",49,@cbs
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.848,0.0,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,50,@cbs
0.0,Mon Feb 26 22:50:32 +0000 2018,1.0,0.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",51,@cbs
0.0,Mon Feb 26 21:08:30 +0000 2018,1.0,0.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",52,@cbs
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.895,0.0,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",53,@cbs
0.784,Mon Feb 26 18:32:36 +0000 2018,0.734,0.0,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,54,@cbs
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.571,0.0,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,55,@cbs
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.816,0.184,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",56,@cbs
0.0,Mon Feb 26 16:52:01 +0000 2018,1.0,0.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",57,@cbs
0.0,Mon Feb 26 16:17:55 +0000 2018,1.0,0.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",58,@cbs
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.769,0.0,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",59,@cbs
0.0,Sun Feb 25 21:51:32 +0000 2018,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,60,@cbs
0.0,Sun Feb 25 21:51:22 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",61,@cbs
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.845,0.0,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,62,@cbs
0.0,Thu Feb 22 19:26:52 +0000 2018,1.0,0.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",63,@cbs
0.0,Wed Feb 21 19:20:04 +0000 2018,1.0,0.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,64,@cbs
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.752,0.0,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",65,@cbs
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.884,0.0,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",66,@cbs
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.881,0.119,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",67,@cbs
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.872,0.0,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,68,@cbs
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.773,0.0,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",69,@cbs
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.892,0.0,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",70,@cbs
0.68,Fri Feb 16 17:48:20 +0000 2018,0.752,0.0,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",71,@cbs
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.534,0.0,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,72,@cbs
0.0,Tue Feb 13 20:03:56 +0000 2018,1.0,0.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",73,@cbs
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.748,0.0,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",74,@cbs
0.0,Mon Feb 12 18:49:45 +0000 2018,1.0,0.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,75,@cbs
0.0,Mon Feb 12 01:32:33 +0000 2018,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,76,@cbs
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.696,0.0,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,77,@cbs
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.814,0.186,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,78,@cbs
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.934,0.0,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",79,@cbs
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.536,0.152,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",80,@cbs
0.0,Tue Feb 06 22:21:39 +0000 2018,1.0,0.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",81,@cbs
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.773,0.106,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",82,@cbs
0.0,Sun Feb 04 15:35:36 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",83,@cbs
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.882,0.0,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",84,@cbs
0.0,Sat Feb 03 23:11:43 +0000 2018,1.0,0.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,85,@cbs
0.8268,Sat Feb 03 12:00:07 +0000 2018,0.662,0.0,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",86,@cbs
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.925,0.075,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,87,@cbs
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.856,0.0,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",88,@cbs
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.876,0.0,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,89,@cbs
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.834,0.0,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,90,@cbs
0.0,Thu Feb 01 22:04:41 +0000 2018,1.0,0.0,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,91,@cbs
0.0,Thu Feb 01 20:09:49 +0000 2018,1.0,0.0,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",92,@cbs
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.912,0.0,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",93,@cbs
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.75,0.115,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,94,@cbs
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.812,0.0,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",95,@cbs
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.779,0.095,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,96,@cbs
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.569,0.252,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",97,@cbs
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.744,0.256,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",98,@cbs
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.625,0.119,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",99,@cbs
0.0,Tue Mar 20 22:38:03 +0000 2018,1.0,0.0,0.0,"Amy Poehler's directorial debut will have wine and lots of ""SNL"" alums https://t.co/sPCHkb1n1U https://t.co/e4ef3AayV2",0,@cnn
0.0,Tue Mar 20 22:32:07 +0000 2018,1.0,0.0,0.0,The Department of Health and Human Services has not updated the databases that show the public how much money the g… https://t.co/CRsOm87zuM,1,@cnn
0.4404,Tue Mar 20 22:28:10 +0000 2018,0.828,0.0,0.172,"You can buy a reproduction of the Wall Street ""Fearless Girl"" statue for $6,500 https://t.co/bXrdagLI8z https://t.co/IBP6E0KOxL",2,@cnn
-0.802,Tue Mar 20 22:24:35 +0000 2018,0.661,0.339,0.0,A liberal group staffer was arrested last week and charged with assaulting an aide to Interior Secretary Ryan Zinke… https://t.co/kgdx2COPuy,3,@cnn
-0.6249,Tue Mar 20 22:10:09 +0000 2018,0.718,0.282,0.0,"3 Trump-related lawsuits: Porn star, Playboy model, harassment accuser | Analysis by CNN's Z. Byron Wolf… https://t.co/tyE5kM0AKr",4,@cnn
-0.0516,Tue Mar 20 22:05:09 +0000 2018,0.725,0.159,0.116,A family friend who took in the Parkland shooter says she forbid him to bring his guns into her home and warned pol… https://t.co/fpfOQgL9am,5,@cnn
-0.4019,Tue Mar 20 22:00:11 +0000 2018,0.847,0.153,0.0,Here's exactly how much trouble Cynthia Nixon can cause for Andrew Cuomo | Analysis by @CillizzaCNN… https://t.co/mx4OV9VniK,6,@cnn
-0.34,Tue Mar 20 21:55:05 +0000 2018,0.882,0.118,0.0,An overheated engine oil warning caused a helicopter with Ivanka Trump and Jared Kushner onboard to make an unsched… https://t.co/geZlBZo7v1,7,@cnn
-0.7184,Tue Mar 20 21:52:29 +0000 2018,0.76,0.24,0.0,The US Senate has blocked a war powers resolution that called for an end to US involvement in the Yemen conflict… https://t.co/4W9T6HX2mu,8,@cnn
-0.7579,Tue Mar 20 21:51:54 +0000 2018,0.711,0.289,0.0,At least 35 people were killed and scores wounded when a rocket struck a busy marketplace in a southeastern suburb… https://t.co/utuiu9xmtr,9,@cnn
0.4939,Tue Mar 20 21:50:06 +0000 2018,0.849,0.0,0.151,Photos of an Afghan woman who nursed her baby while simultaneously taking a high-stakes exam have inspired some soc… https://t.co/4Z6ZVx3R66,10,@cnn
0.0,Tue Mar 20 21:45:06 +0000 2018,1.0,0.0,0.0,"How Facebook, the ultimate disrupter, could be disrupted | By Emily Parker via @CNNOpinion https://t.co/bjfKUP84NS https://t.co/Rcf8lMRNvv",11,@cnn
-0.802,Tue Mar 20 21:40:08 +0000 2018,0.676,0.324,0.0,Doctors have a duty not to make the opioid crisis worse | By Robert Klitzman via @CNNOpinion https://t.co/XKcPVrxJfS https://t.co/9pnMj1Fbkb,12,@cnn
0.6808,Tue Mar 20 21:35:02 +0000 2018,0.62,0.095,0.285,Several justices at the Supreme Court seemed skeptical of free speech implications of a California law that require… https://t.co/L3WkTLBTK2,13,@cnn
-0.5719,Tue Mar 20 21:30:05 +0000 2018,0.773,0.227,0.0,"First lady Melania Trump addresses critics of her anti-cyberbullying campaign:  ""I have been criticized for my comm… https://t.co/Hwdq6L6p9T",14,@cnn
-0.5423,Tue Mar 20 21:25:06 +0000 2018,0.769,0.231,0.0,Republicans to Trump: Fire Mueller and risk ... not much | Analysis by CNN's Gregory Krieg https://t.co/kSFsAEBO4G https://t.co/DyUhIIr0fr,15,@cnn
0.7096,Tue Mar 20 21:20:45 +0000 2018,0.731,0.0,0.269,Rep. Eric Swalwell on President Trump congratulating Vladimir Putin for winning the Russian election: It’s like con… https://t.co/C5r2z0dwu1,16,@cnn
0.1027,Tue Mar 20 21:19:25 +0000 2018,0.769,0.108,0.123,RT @CNNnewsroom: Stormy Daniels' friend Alana Evans says both she and Daniels have received threats from people formerly in the adult film…,17,@cnn
0.0,Tue Mar 20 21:13:34 +0000 2018,1.0,0.0,0.0,"On Persian New Year, US President Trump slams Iranian rulers ""who serve themselves instead of serving the people""… https://t.co/MNCOh24MbX",18,@cnn
0.0,Tue Mar 20 21:10:44 +0000 2018,1.0,0.0,0.0,RT @TheLeadCNN: CNN's @jaketapper will interview former FBI Director James @Comey on April 19 https://t.co/uqLV47nwir https://t.co/9AzQsfVg…,19,@cnn
0.7184,Tue Mar 20 21:09:27 +0000 2018,0.75,0.0,0.25,House Speaker Paul Ryan says special counsel Robert Mueller should be free to follow through his investigation to i… https://t.co/tShzYdJpuQ,20,@cnn
0.0,Tue Mar 20 21:01:40 +0000 2018,1.0,0.0,0.0,RT @TheLeadCNN: A package exploded at a FedEx facility just outside San Antonio early today; the FBI says it could be connected to the Aust…,21,@cnn
0.0,Tue Mar 20 21:00:40 +0000 2018,1.0,0.0,0.0,"Cambridge Analytica, the data company Donald Trump's campaign hired during the 2016 presidential election, has been… https://t.co/v4kDILMk5F",22,@cnn
0.6369,Tue Mar 20 20:51:53 +0000 2018,0.743,0.0,0.257,"Senate Majority Leader Mitch McConnell defends special counsel Robert Mueller: ""I agree with the President's lawyer… https://t.co/IzFfH5shiw",23,@cnn
0.5859,Tue Mar 20 20:47:13 +0000 2018,0.817,0.0,0.183,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/jMOw7Judnu,24,@cnn
0.5267,Tue Mar 20 20:46:28 +0000 2018,0.793,0.0,0.207,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election… https://t.co/LcOhHaTJLv,25,@cnn
0.0,Tue Mar 20 20:36:25 +0000 2018,1.0,0.0,0.0,"Just one day after Mississippi's governor signed a law banning abortions after 15 weeks, a federal judge issued an… https://t.co/eji2mJZOaX",26,@cnn
0.0,Tue Mar 20 20:31:36 +0000 2018,1.0,0.0,0.0,"""Seven months on from peak buzz regarding Zuckerberg's presidential possibilities -- which hit around August 2017 -… https://t.co/2frOSbJIZS",27,@cnn
0.5267,Tue Mar 20 20:28:22 +0000 2018,0.848,0.0,0.152,RT @TheLeadCNN: President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke of a po…,28,@cnn
0.0,Tue Mar 20 20:26:30 +0000 2018,1.0,0.0,0.0,"The rapid response of a Maryland school's sole resource officer, Blaine Gaskill, was instrumental in bringing a sho… https://t.co/nbhyaIjy6y",29,@cnn
0.0,Tue Mar 20 20:15:15 +0000 2018,1.0,0.0,0.0,The FTC is sending a letter to Facebook with questions about how the social media company allowed the data of more… https://t.co/trfXRMMSQD,30,@cnn
-0.296,Tue Mar 20 20:12:08 +0000 2018,0.864,0.136,0.0,Regulators and lawmakers up the pressure on Facebook over user data and privacy https://t.co/plzB1FhU2g https://t.co/cxw7cATUvd,31,@cnn
0.4019,Tue Mar 20 19:58:53 +0000 2018,0.886,0.0,0.114,Stormy Daniels replied yes to all three questions in the polygraph test she took. The first two were analyzed to be… https://t.co/KQS6lbEACX,32,@cnn
0.0,Tue Mar 20 19:46:18 +0000 2018,1.0,0.0,0.0,"Stormy Daniels' polygraph confirms she had sex with Donald Trump, according to a 2011 report from the test… https://t.co/cPRWIIrwFI",33,@cnn
0.6369,Tue Mar 20 19:32:09 +0000 2018,0.802,0.0,0.198,"Cambridge Analytica, the embattled data analytics company best known for its work on President Trump's campaign, ha… https://t.co/5TmS0KHPYE",34,@cnn
0.0,Tue Mar 20 19:29:06 +0000 2018,1.0,0.0,0.0,"KB Toys aims to fill the void that Toys ""R"" Us is leaving behind https://t.co/ZrMwJCXENE https://t.co/W2tMTRvIHC",35,@cnn
0.0,Tue Mar 20 19:23:46 +0000 2018,1.0,0.0,0.0,"RT @CNNnewsroom: ""We're talking about someone that has experience with these devices, and has...maybe, a scientific mind"" - Former FBI Spec…",36,@cnn
0.0,Tue Mar 20 19:22:05 +0000 2018,1.0,0.0,0.0,Fed up with Facebook? Here's what you need to know about protecting your data https://t.co/xXDmutBNyR https://t.co/o558X8vRkK,37,@cnn
0.128,Tue Mar 20 19:17:42 +0000 2018,0.919,0.0,0.081,"Former GOP White House official Peter Wehner says evangelicals' mulligan defense of President Trump is ""complete hy… https://t.co/Dmn55fWfiO",38,@cnn
0.3182,Tue Mar 20 19:10:09 +0000 2018,0.814,0.063,0.122,Market analysts warn that the stock market could be impacted if President Trump tries to oust special counsel Rober… https://t.co/jH8o0jdGye,39,@cnn
-0.1027,Tue Mar 20 19:04:31 +0000 2018,0.931,0.069,0.0,"California Rep. Barbara Lee says Education Secretary Betsy DeVos' ""head is in the sand"" regarding racial bias and d… https://t.co/yAQuCBJBvG",40,@cnn
0.0,Tue Mar 20 19:00:15 +0000 2018,1.0,0.0,0.0,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/3BqCoaCuHI https://t.co/ZAZSYeWIEC",41,@cnn
-0.5994,Tue Mar 20 18:55:04 +0000 2018,0.843,0.157,0.0,Wreckage from the USS Juneau -- a World War II cruiser sunk by a Japanese torpedo in 1942 -- has been discovered by… https://t.co/wn8aLW7516,42,@cnn
0.4767,Tue Mar 20 18:50:04 +0000 2018,0.838,0.0,0.162,The Senate Intelligence Committee has released a bipartisan list of recommendations to states and the federal gover… https://t.co/BiogMj6zO5,43,@cnn
