Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Tue Mar 20 18:45:07 +0000 2018,1.0,0.0,0.0,Why your next work meeting could be outside https://t.co/kgrjuJ8dbB https://t.co/oglkMUaf2W,44,@cnn
0.0,Tue Mar 20 18:40:09 +0000 2018,1.0,0.0,0.0,Kids 50 years ago almost never drew scientists as women. Now they do almost a third of the time.… https://t.co/VwkKnfj2Oo,45,@cnn
-0.3818,Tue Mar 20 18:36:58 +0000 2018,0.902,0.098,0.0,RT @CNNweather: How about this for the first day of #Spring. The fourth nor'easter in three weeks has the possibility to dump more snow on…,46,@cnn
0.0,Tue Mar 20 18:35:08 +0000 2018,1.0,0.0,0.0,"Secretary Ben Carson detailed his wife's involvement in picking out a dining room set for his office, saying that s… https://t.co/efx94WEVUy",47,@cnn
-0.4939,Tue Mar 20 18:30:14 +0000 2018,0.802,0.198,0.0,"I tweeted about diversity and got hammered by haters, @djrothkopf writes for @CNNopinion https://t.co/OUn6nmGOSo https://t.co/AVQJAm4tvB",48,@cnn
0.624,Tue Mar 20 18:25:04 +0000 2018,0.769,0.0,0.231,"Amazon just passed Alphabet, the owner of Google, to become the second most valuable company in the US… https://t.co/mrzbRTTuwF",49,@cnn
0.0,Tue Mar 20 18:20:10 +0000 2018,1.0,0.0,0.0,Prince Harry and Meghan Markle reveal who will make the cake for their May 19 wedding. Pastry chef Claire Ptak will… https://t.co/kzhlEfqFiD,50,@cnn
-0.594,Tue Mar 20 18:12:14 +0000 2018,0.732,0.205,0.064,"RT @CNNPolitics: Sanders on Trump's tweets criticizing Mueller: ""We have not been shy about the fact that there is frustration of this proc…",51,@cnn
0.5859,Tue Mar 20 18:10:54 +0000 2018,0.817,0.0,0.183,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/1fgyNMlaEw,52,@cnn
-0.296,Tue Mar 20 18:05:52 +0000 2018,0.909,0.091,0.0,"RT @CNNPolitics: White House press secretary Sarah Sanders says ""there are no specific plans made at this time"" for President Trump to meet…",53,@cnn
-0.2732,Tue Mar 20 18:00:10 +0000 2018,0.9,0.1,0.0,A former Playboy model who allegedly had a nine-month affair with Donald Trump is suing to be released from an agre… https://t.co/t6Qj8Ifiik,54,@cnn
0.0,Tue Mar 20 17:56:05 +0000 2018,1.0,0.0,0.0,"White House press secretary Sarah Sanders is holding a press briefing.

Follow live updates:… https://t.co/xKKp32JIQS",55,@cnn
0.5574,Tue Mar 20 17:50:06 +0000 2018,0.723,0.0,0.277,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,56,@cnn
-0.1027,Tue Mar 20 17:40:51 +0000 2018,0.736,0.14,0.124,The world's last male northern white rhino has died leaving only two females left to save the subspecies from extin… https://t.co/a89i3Tc3Am,57,@cnn
-0.4019,Tue Mar 20 17:36:47 +0000 2018,0.863,0.137,0.0,Republican Gov. Larry Hogan following the shooting at a Maryland high school that injured two students: “It’s tragi… https://t.co/FcThdax1xR,58,@cnn
0.0,Tue Mar 20 17:30:07 +0000 2018,1.0,0.0,0.0,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb,59,@cnn
0.0,Tue Mar 20 17:20:06 +0000 2018,1.0,0.0,0.0,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A",60,@cnn
0.4215,Tue Mar 20 17:10:08 +0000 2018,0.833,0.0,0.167,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf,61,@cnn
0.5598,Tue Mar 20 17:00:10 +0000 2018,0.847,0.0,0.153,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2",62,@cnn
-0.3612,Tue Mar 20 17:00:08 +0000 2018,0.857,0.143,0.0,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3,63,@cnn
0.5267,Tue Mar 20 16:54:35 +0000 2018,0.825,0.0,0.175,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3,64,@cnn
0.296,Tue Mar 20 16:50:13 +0000 2018,0.905,0.0,0.095,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe,65,@cnn
0.0,Tue Mar 20 16:40:08 +0000 2018,1.0,0.0,0.0,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij,66,@cnn
-0.5956,Tue Mar 20 16:34:14 +0000 2018,0.823,0.177,0.0,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C",67,@cnn
0.1779,Tue Mar 20 16:29:17 +0000 2018,0.876,0.0,0.124,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn,68,@cnn
-0.0572,Tue Mar 20 16:23:02 +0000 2018,0.788,0.111,0.1,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe",69,@cnn
0.5267,Tue Mar 20 16:10:09 +0000 2018,0.815,0.0,0.185,President Trump congratulated Russia President Vladimir Putin on winning the Russian presidential election in a tel… https://t.co/OvLi4xk6AT,70,@cnn
0.0,Tue Mar 20 16:00:08 +0000 2018,1.0,0.0,0.0,CNN's @JakeTapper will interview former FBI Director James @Comey on April 19 https://t.co/8cPVW1mzfK https://t.co/L3ouls0rnK,71,@cnn
0.0,Tue Mar 20 15:52:08 +0000 2018,1.0,0.0,0.0,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/cWIpgYpowK",72,@cnn
-0.4019,Tue Mar 20 15:41:19 +0000 2018,0.863,0.137,0.0,Sheriff: Two students were injured during the shooting at a Maryland high school Tuesday morning just before classe… https://t.co/OBgR6SUZWq,73,@cnn
0.0,Tue Mar 20 15:30:07 +0000 2018,1.0,0.0,0.0,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/eXRHiRNKzC,74,@cnn
0.0,Tue Mar 20 15:29:39 +0000 2018,1.0,0.0,0.0,"Officials in Maryland are holding a briefing on the shooting at a high school there earlier this morning.

Watch:… https://t.co/nQzePg5pH7",75,@cnn
0.0,Tue Mar 20 15:18:24 +0000 2018,1.0,0.0,0.0,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc",76,@cnn
0.0,Tue Mar 20 15:11:58 +0000 2018,1.0,0.0,0.0,"Officials are holding a briefing following an explosion this morning at a FedEx facility near San Antonio.

Follow… https://t.co/zWpHuePVyO",77,@cnn
-0.5423,Tue Mar 20 14:57:55 +0000 2018,0.857,0.143,0.0,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/4VdsGJUKO3,78,@cnn
0.7579,Tue Mar 20 14:43:52 +0000 2018,0.609,0.097,0.294,"At least 3 people are injured after the shooting this morning at Great Mills High School in Great Mills, Maryland,… https://t.co/kFiLlST9Iy",79,@cnn
0.0,Tue Mar 20 14:30:20 +0000 2018,1.0,0.0,0.0,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/oRq26svDwq,80,@cnn
-0.7366,Tue Mar 20 14:20:09 +0000 2018,0.707,0.293,0.0,"President Trump's opioid plan to kill drug dealers is about vengeance, not solutions, @fordvox writes for… https://t.co/I0MD7e2zSB",81,@cnn
0.0,Tue Mar 20 14:10:13 +0000 2018,1.0,0.0,0.0,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM",82,@cnn
-0.4939,Tue Mar 20 14:00:06 +0000 2018,0.856,0.144,0.0,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM",83,@cnn
-0.3612,Tue Mar 20 13:54:35 +0000 2018,0.878,0.122,0.0,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ",84,@cnn
-0.6249,Tue Mar 20 13:40:06 +0000 2018,0.728,0.272,0.0,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl,85,@cnn
0.0,Tue Mar 20 13:30:30 +0000 2018,1.0,0.0,0.0,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4,86,@cnn
0.8481,Tue Mar 20 13:14:24 +0000 2018,0.687,0.0,0.313,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9",87,@cnn
0.6249,Tue Mar 20 13:07:20 +0000 2018,0.823,0.0,0.177,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU",88,@cnn
0.0,Tue Mar 20 12:51:57 +0000 2018,1.0,0.0,0.0,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n",89,@cnn
0.8481,Tue Mar 20 12:43:12 +0000 2018,0.687,0.0,0.313,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv,90,@cnn
0.0,Tue Mar 20 12:40:06 +0000 2018,1.0,0.0,0.0,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG,91,@cnn
-0.4767,Tue Mar 20 12:30:03 +0000 2018,0.86,0.14,0.0,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E,92,@cnn
0.0,Tue Mar 20 12:20:12 +0000 2018,1.0,0.0,0.0,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj,93,@cnn
-0.6369,Tue Mar 20 12:10:08 +0000 2018,0.704,0.226,0.07,A load of gold worth up to $54 million went missing during the Civil War. There may be a break in the case.… https://t.co/0JhOYk2vaw,94,@cnn
0.34,Tue Mar 20 12:00:11 +0000 2018,0.882,0.0,0.118,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/pTaWnIxceP",95,@cnn
-0.1027,Tue Mar 20 11:53:06 +0000 2018,0.736,0.14,0.124,"The world's last male northern white rhino has died, leaving only two females left to save the subspecies from exti… https://t.co/xDwFSk3ndr",96,@cnn
0.0,Tue Mar 20 11:45:57 +0000 2018,1.0,0.0,0.0,Former Vice President Joe Biden will meet with Latino leaders at a fundraiser in Miami today https://t.co/sWcY9CXY0L https://t.co/VyVTe1T19P,97,@cnn
-0.25,Tue Mar 20 11:30:15 +0000 2018,0.9,0.1,0.0,"Possible tornadoes were reported to have torn apart homes, shredded buildings and knocked down power lines and tree… https://t.co/TXsjyjVDir",98,@cnn
-0.7506,Tue Mar 20 11:19:03 +0000 2018,0.404,0.46,0.136,How your next meal could help fight depression and stress https://t.co/cCJz0V12Ch https://t.co/fSeewTLfUu,99,@cnn
0.0,Tue Mar 20 22:30:20 +0000 2018,1.0,0.0,0.0,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz",0,@fox
-0.4019,Tue Mar 20 19:54:47 +0000 2018,0.863,0.137,0.0,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO,1,@fox
0.3612,Tue Mar 20 19:54:21 +0000 2018,0.839,0.0,0.161,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.,2,@fox
-0.5267,Tue Mar 20 18:46:00 +0000 2018,0.779,0.221,0.0,"@kriesse @benschwarz ❤️❤️❤️

I’ll have a celebration of lying face down in a few days.",3,@fox
0.4199,Tue Mar 20 05:15:04 +0000 2018,0.417,0.0,0.583,@butwhoiskat thank you!,4,@fox
0.0,Mon Mar 19 23:38:23 +0000 2018,1.0,0.0,0.0,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv",5,@fox
0.0,Mon Mar 19 22:55:26 +0000 2018,1.0,0.0,0.0,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…",6,@fox
0.9178,Mon Mar 19 10:25:22 +0000 2018,0.456,0.0,0.544,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",7,@fox
0.0,Mon Mar 19 06:54:56 +0000 2018,1.0,0.0,0.0,@amyngyn Loui Bar?,8,@fox
0.8172,Mon Mar 19 00:57:53 +0000 2018,0.706,0.0,0.294,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,9,@fox
0.481,Mon Mar 19 00:08:00 +0000 2018,0.752,0.079,0.168,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,10,@fox
0.0,Sun Mar 18 23:11:31 +0000 2018,0.725,0.118,0.156,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,11,@fox
0.6705,Sun Mar 18 21:53:04 +0000 2018,0.776,0.0,0.224,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",12,@fox
0.3818,Sun Mar 18 03:17:02 +0000 2018,0.698,0.0,0.302,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl,13,@fox
0.7569,Sat Mar 17 21:10:23 +0000 2018,0.481,0.0,0.519,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️",14,@fox
0.7096,Sat Mar 17 08:20:32 +0000 2018,0.742,0.0,0.258,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),15,@fox
0.765,Sat Mar 17 07:02:55 +0000 2018,0.761,0.0,0.239,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,16,@fox
-0.34,Sat Mar 17 06:59:15 +0000 2018,0.473,0.345,0.182,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂",17,@fox
0.1646,Sat Mar 17 06:58:49 +0000 2018,0.711,0.134,0.156,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",18,@fox
0.4588,Sat Mar 17 04:44:27 +0000 2018,0.769,0.0,0.231,"@evanderkoogh Nope, we are at full capacity of the venue. :)",19,@fox
0.6114,Sat Mar 17 04:43:03 +0000 2018,0.84,0.0,0.16,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…",20,@fox
0.5106,Sat Mar 17 03:16:57 +0000 2018,0.381,0.152,0.467,"@noahmp Heh, dang :) worth asking nonetheless.",21,@fox
0.0,Sat Mar 17 03:10:32 +0000 2018,1.0,0.0,0.0,@noahmp 👋🏻 is this a SF-based role?,22,@fox
0.2263,Fri Mar 16 23:36:37 +0000 2018,0.913,0.0,0.087,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…,23,@fox
0.4199,Fri Mar 16 23:36:24 +0000 2018,0.782,0.0,0.218,@madalynrose Thank you so much ☺️ looking forward to meeting you! 🌺,24,@fox
0.7835,Fri Mar 16 23:27:46 +0000 2018,0.537,0.0,0.463,"@andymcmillan Thanks, Andy! You are an inspiration for me too! 💙",25,@fox
0.7345,Fri Mar 16 23:27:14 +0000 2018,0.64,0.0,0.36,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :),26,@fox
-0.3597,Fri Mar 16 23:11:30 +0000 2018,0.782,0.14,0.078,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV,27,@fox
0.0,Fri Mar 16 23:09:07 +0000 2018,1.0,0.0,0.0,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w,28,@fox
0.0,Fri Mar 16 23:07:25 +0000 2018,1.0,0.0,0.0,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8",29,@fox
-0.818,Fri Mar 16 23:00:59 +0000 2018,0.679,0.321,0.0,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…",30,@fox
0.4199,Fri Mar 16 22:40:18 +0000 2018,0.417,0.0,0.583,@sarah_edo thank you! 😳,31,@fox
0.5719,Fri Mar 16 20:34:54 +0000 2018,0.829,0.0,0.171,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU,32,@fox
0.2942,Fri Mar 16 04:01:44 +0000 2018,0.532,0.17,0.297,@jennwrites thank you! I miss you too 😭❤️,33,@fox
0.0,Fri Mar 16 01:52:07 +0000 2018,1.0,0.0,0.0,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional",34,@fox
0.7003,Fri Mar 16 01:33:25 +0000 2018,0.734,0.0,0.266,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980",35,@fox
0.0,Fri Mar 16 00:36:14 +0000 2018,1.0,0.0,0.0,"@pat @coryannj @kckal Oh, I have not seen it. Will register. 👍🏻",36,@fox
0.0,Thu Mar 15 23:44:49 +0000 2018,1.0,0.0,0.0,Four days to go. https://t.co/RYxiCmMEFp,37,@fox
0.0,Thu Mar 15 22:04:46 +0000 2018,1.0,0.0,0.0,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ",38,@fox
0.4574,Thu Mar 15 22:03:16 +0000 2018,0.824,0.0,0.176,@jordwalsh 👋🏻 interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. 📬,39,@fox
0.0,Thu Mar 15 21:51:34 +0000 2018,1.0,0.0,0.0,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv,40,@fox
0.0,Thu Mar 15 02:58:59 +0000 2018,1.0,0.0,0.0,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP,41,@fox
-0.6369,Thu Mar 15 00:17:24 +0000 2018,0.568,0.333,0.098,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion.",42,@fox
0.0,Thu Mar 15 00:05:26 +0000 2018,1.0,0.0,0.0,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn",43,@fox
-0.8625,Wed Mar 14 22:35:40 +0000 2018,0.317,0.683,0.0,Australia is racist as hell. https://t.co/EIRFzejhsi,44,@fox
0.0,Wed Mar 14 22:08:53 +0000 2018,1.0,0.0,0.0,"RT @sarahmei: 📢 PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…",45,@fox
0.6976,Wed Mar 14 21:32:48 +0000 2018,0.747,0.0,0.253,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…,46,@fox
0.3802,Wed Mar 14 21:32:37 +0000 2018,0.67,0.107,0.223,"@piamancini Hey Pia! Thanks for reaching out 👋🏻 Unfortunately, software engineering isn’t my background; I’m a FE d… https://t.co/1IEwNKyc9q",47,@fox
-0.296,Wed Mar 14 09:43:21 +0000 2018,0.896,0.104,0.0,"RT @EricaJoy: 📢 PSA: There are no ""diverse"" applicants
People aren't diverse, teams are
You're not hiring a diverse person, you're building…",48,@fox
0.4215,Wed Mar 14 00:14:03 +0000 2018,0.896,0.0,0.104,"RT @SashaLaundy: What I keep telling myself this week: 
👉🏻 In work, a new thing I don't know how to do means progress. 
👉🏻 In the gym, a ha…",49,@fox
-0.2263,Tue Mar 13 21:56:19 +0000 2018,0.821,0.113,0.067,"No underrepresented groups want to thrive and partake in exclusionary platform StackOverflow is.

Tweet your hot ta… https://t.co/xfKjCfUtwJ",50,@fox
-0.4404,Tue Mar 13 21:53:43 +0000 2018,0.508,0.492,0.0,@erikalleigh I just block them. 😎,51,@fox
0.5509,Tue Mar 13 21:47:56 +0000 2018,0.581,0.152,0.266,"@jaffathecake Jake, I really admire your ability to try to have a serious conversation with inclusion deniers and mansplainers. 😂",52,@fox
0.0,Tue Mar 13 21:40:02 +0000 2018,1.0,0.0,0.0,@modernserf and thongs! I cannot grasp the diversity,53,@fox
0.0,Tue Mar 13 21:38:42 +0000 2018,1.0,0.0,0.0,"@heydonworks Ohhh, this tweet so gold",54,@fox
0.0,Tue Mar 13 11:32:51 +0000 2018,1.0,0.0,0.0,RT @vaurorapub: For women in tech who need a break from talking about women in tech sometimes: here are some of the ways I get out of doing…,55,@fox
0.0,Tue Mar 13 08:57:37 +0000 2018,1.0,0.0,0.0,Do I know anyone working at @zapier?,56,@fox
0.8271,Tue Mar 13 08:39:15 +0000 2018,0.543,0.089,0.367,"Thank heavens for my career hotline with a few great women in tech.

Sadly, we all share the same thoughts about th… https://t.co/KTzemdT7OG",57,@fox
0.4939,Tue Mar 13 07:56:31 +0000 2018,0.61,0.0,0.39,I must say I’m pretty speechless. https://t.co/s4lvmWyE23,58,@fox
-0.7906,Tue Mar 13 05:51:06 +0000 2018,0.562,0.438,0.0,"The tech industry, saving humanity from disease, poverty and injustice. https://t.co/wkmxj8c4Wy",59,@fox
0.0,Tue Mar 13 05:31:56 +0000 2018,1.0,0.0,0.0,I’m running a 4-day conference next week aka I have been listening to bird sounds on @noisli for the last eight hours.,60,@fox
0.0,Tue Mar 13 05:27:16 +0000 2018,1.0,0.0,0.0,"PREACH @adblanche! 

White women have a lot of homework to do. 

https://t.co/PWeBC6MsXG",61,@fox
0.7003,Tue Mar 13 04:05:17 +0000 2018,0.674,0.078,0.248,"@brianleroux Brian, we both know that best talent lives in SF and NYC. there is no tech outside of those two regions.",62,@fox
0.5106,Tue Mar 13 02:01:01 +0000 2018,0.567,0.17,0.263,@coryannj I love how the tech industry is cocky enough to believe they’re the solution to all humanity problems,63,@fox
-0.1027,Tue Mar 13 01:55:02 +0000 2018,0.928,0.072,0.0,"”Willing to relocate to San Francisco”. 

We can’t have inclusive technology if jobs are constrained to cities whic… https://t.co/NCFLDermIF",64,@fox
0.4019,Tue Mar 13 00:14:42 +0000 2018,0.87,0.0,0.13,👋🏻 I have a bit of availability for diversity and inclusion consulting during April and May. I can help run inclusi… https://t.co/t4sbNrXUDV,65,@fox
-0.34,Mon Mar 12 08:45:39 +0000 2018,0.688,0.2,0.113,RT @pangopup: 'Why sexism over how women look harms their leadership chances' https://t.co/v1YyNfpz3Z,66,@fox
0.0,Mon Mar 12 06:59:39 +0000 2018,1.0,0.0,0.0,"RT @WBJenna: Have you heard about the @PineappleMedia Fellowship for Underrepresented Voices in Podcasting?

-A full-time, producer-in-resi…",67,@fox
0.4939,Mon Mar 12 05:17:18 +0000 2018,0.868,0.0,0.132,@coryannj Have you read Lean Out? Pretty much sums up most of my concerns with the approach. So flawed. I have a co… https://t.co/fpihGPPNkb,68,@fox
0.5574,Mon Mar 12 05:01:46 +0000 2018,0.635,0.0,0.365,"To be honest, all I want is a @sailorhg clothing line. https://t.co/iobZVLnosX",69,@fox
0.0772,Sun Mar 11 23:45:08 +0000 2018,0.936,0.0,0.064,"RT @incantatricks: Society expects women to be everything and want nothing.

We have to be masters at self-improvement, conversation, emoti…",70,@fox
-0.296,Sun Mar 11 23:10:30 +0000 2018,0.864,0.136,0.0,"RT @ChloeCondon: Hey ladies, come work in tech. We have no bathroom lines 🚽💁🏼‍♀️ https://t.co/01stO97NKd",71,@fox
0.6996,Sun Mar 11 06:15:00 +0000 2018,0.509,0.0,0.491,"Friends: excited for the long weekend!
Me: https://t.co/vPjwIGbbM4",72,@fox
0.0,Sat Mar 10 08:34:51 +0000 2018,1.0,0.0,0.0,RT @lrnrd: THIS THREAD 🍿🔥🙏🏻👏💯 https://t.co/vhfH4ETTC0,73,@fox
-0.2957,Sat Mar 10 06:41:48 +0000 2018,0.725,0.177,0.098,"RT @ChloeCondon: Booth recruiter 🧔: ...and we really value diversity!

Me 👧🏼: Do you have any women's sized shirts?

🧔: Unfortunately no, t…",74,@fox
0.5859,Fri Mar 09 06:19:04 +0000 2018,0.568,0.0,0.432,Amazing hosts for upcoming @CSSconfeu 💖 https://t.co/pmtGtflroP,75,@fox
-0.25,Fri Mar 09 06:01:38 +0000 2018,0.905,0.095,0.0,Still wondering what companies that have less than 10% women (let alone POC) across the entire organisation (not on… https://t.co/yIyuV9WkMS,76,@fox
